Seed, tf, trc, s
31549, 106, 34, 1
31550, 104, 40, 1
31551, 96, 40, 1
31552, 90, 38, 1
31553, 94, 36, 1
31554, 96, 36, 1
31555, 110, 50, 1
31556, 116, 56, 1
31557, 92, 32, 1
31558, 102, 46, 1
31559, 96, 42, 1
31560, 104, 38, 1
31561, 92, 42, 1
31562, 90, 32, 1
31563, 98, 48, 1
31564, 92, 42, 1
31565, 88, 32, 1
31566, 88, 40, 1
31567, 92, 28, 1
31568, 94, 36, 1
31569, 106, 50, 1
31570, 112, 56, 1
31571, 94, 46, 1
31572, 90, 28, 1
31573, 86, 32, 1
31574, 96, 36, 1
31575, 94, 34, 1
31576, 106, 46, 1
31577, 90, 44, 1
31578, 100, 32, 1
31579, 100, 36, 1
31580, 88, 40, 1
31581, 90, 32, 1
31582, 88, 42, 1
31583, 92, 36, 1
31584, 92, 34, 1
31585, 104, 26, 1
31586, 104, 36, 1
31587, 114, 44, 1
31588, 104, 36, 1
31589, 98, 38, 1
31590, 104, 38, 1
31591, 110, 44, 1
31592, 86, 34, 1
31593, 94, 34, 1
31594, 100, 42, 1
31595, 94, 34, 1
31596, 84, 36, 1
31597, 96, 34, 1
31598, 96, 38, 1
31599, 110, 52, 1
31600, 100, 48, 1
31601, 96, 32, 1
31602, 106, 42, 1
31603, 86, 38, 1
31604, 92, 30, 1
31605, 86, 28, 1
31606, 92, 46, 1
31607, 88, 32, 1
31608, 88, 40, 1
31609, 96, 44, 1
31610, 90, 34, 1
31611, 92, 32, 1
31612, 86, 34, 1
31613, 84, 34, 1
31614, 92, 34, 1
31615, 102, 46, 1
31616, 98, 42, 1
31617, 98, 40, 1
31618, 100, 46, 1
31619, 88, 44, 1
31620, 110, 46, 1
31621, 96, 40, 1
31622, 92, 30, 1
31623, 106, 50, 1
31624, 88, 36, 1
31625, 94, 40, 1
31626, 82, 30, 1
31627, 114, 54, 1
31628, 90, 40, 1
31629, 104, 42, 1
31630, 118, 46, 1
31631, 96, 50, 1
31632, 90, 28, 1
31633, 94, 34, 1
31634, 82, 28, 1
31635, 102, 36, 1
31636, 90, 26, 1
31637, 94, 38, 1
31638, 102, 42, 1
31639, 94, 30, 1
31640, 102, 40, 1
31641, 100, 42, 1
31642, 96, 46, 1
31643, 94, 44, 1
31644, 98, 34, 1
31645, 90, 30, 1
31646, 86, 28, 1
31647, 94, 38, 1
31648, 100, 46, 1
31649, 110, 52, 1
31650, 90, 28, 1
31651, 94, 38, 1
31652, 104, 48, 1
31653, 110, 44, 1
31654, 98, 34, 1
31655, 98, 40, 1
31656, 96, 40, 1
31657, 96, 38, 1
31658, 90, 44, 1
31659, 90, 30, 1
31660, 104, 36, 1
31661, 94, 30, 1
31662, 114, 58, 1
31663, 92, 34, 1
31664, 102, 42, 1
31665, 92, 40, 1
31666, 100, 44, 1
31667, 90, 34, 1
31668, 94, 40, 1
31669, 98, 40, 1
31670, 90, 42, 1
31671, 98, 42, 1
31672, 96, 38, 1
31673, 92, 36, 1
31674, 92, 38, 1
31675, 102, 36, 1
31676, 92, 34, 1
31677, 78, 26, 1
31678, 106, 40, 1
31679, 96, 34, 1
31680, 104, 50, 1
31681, 110, 52, 1
31682, 116, 52, 1
31683, 100, 40, 1
31684, 96, 34, 1
31685, 112, 40, 1
31686, 80, 30, 1
31687, 106, 44, 1
31688, 102, 46, 1
31689, 104, 40, 1
31690, 102, 32, 1
31691, 82, 38, 1
31692, 104, 36, 1
31693, 104, 42, 1
31694, 88, 36, 1
31695, 100, 40, 1
31696, 110, 36, 1
31697, 88, 32, 1
31698, 96, 42, 1
31699, 92, 36, 1
31700, 88, 46, 1
31701, 100, 38, 1
31702, 94, 40, 1
31703, 94, 38, 1
31704, 98, 36, 1
31705, 104, 40, 1
31706, 92, 26, 1
31707, 94, 28, 1
31708, 90, 34, 1
31709, 84, 30, 1
31710, 108, 46, 1
31711, 88, 32, 1
31712, 102, 40, 1
31713, 94, 40, 1
31714, 106, 46, 1
31715, 96, 40, 1
31716, 112, 40, 1
31717, 104, 38, 1
31718, 106, 58, 1
31719, 82, 28, 1
31720, 94, 40, 1
31721, 84, 46, 1
31722, 98, 36, 1
31723, 92, 40, 1
31724, 104, 40, 1
31725, 96, 38, 1
31726, 96, 40, 1
31727, 96, 34, 1
31728, 104, 34, 1
31729, 86, 46, 1
31730, 92, 28, 1
31731, 100, 40, 1
31732, 86, 36, 1
31733, 96, 46, 1
31734, 96, 48, 1
31735, 88, 44, 1
31736, 84, 42, 1
31737, 104, 50, 1
31738, 90, 34, 1
31739, 104, 38, 1
31740, 98, 34, 1
31741, 92, 36, 1
31742, 102, 42, 1
31743, 86, 38, 1
31744, 104, 42, 1
31745, 104, 38, 1
31746, 94, 30, 1
31747, 92, 40, 1
31748, 98, 42, 1
31749, 100, 46, 1
31750, 94, 44, 1
31751, 106, 38, 1
31752, 92, 26, 1
31753, 100, 36, 1
31754, 102, 30, 1
31755, 84, 34, 1
31756, 98, 42, 1
31757, 104, 30, 1
31758, 90, 30, 1
31759, 102, 46, 1
31760, 82, 38, 1
31761, 108, 48, 1
31762, 106, 38, 1
31763, 112, 44, 1
31764, 84, 34, 1
31765, 82, 40, 1
31766, 88, 34, 1
31767, 112, 48, 1
31768, 92, 28, 1
31769, 108, 48, 1
31770, 82, 24, 1
31771, 96, 44, 1
31772, 114, 50, 1
31773, 114, 30, 1
31774, 96, 34, 1
31775, 84, 40, 1
31776, 100, 46, 1
31777, 88, 38, 1
31778, 98, 36, 1
31779, 92, 50, 1
31780, 86, 38, 1
31781, 98, 40, 1
31782, 94, 38, 1
31783, 116, 44, 1
31784, 94, 38, 1
31785, 94, 36, 1
31786, 108, 36, 1
31787, 108, 40, 1
31788, 88, 36, 1
31789, 92, 40, 1
31790, 92, 36, 1
31791, 96, 42, 1
31792, 98, 38, 1
31793, 96, 34, 1
31794, 90, 44, 1
31795, 90, 28, 1
31796, 128, 54, 1
31797, 100, 42, 1
31798, 104, 40, 1
31799, 94, 38, 1
31800, 102, 38, 1
31801, 86, 36, 1
31802, 104, 40, 1
31803, 96, 42, 1
31804, 106, 40, 1
31805, 76, 30, 1
31806, 94, 40, 1
31807, 84, 36, 1
31808, 96, 36, 1
31809, 96, 38, 1
31810, 102, 44, 1
31811, 86, 32, 1
31812, 100, 38, 1
31813, 92, 32, 1
31814, 96, 40, 1
31815, 86, 38, 1
31816, 110, 44, 1
31817, 92, 42, 1
31818, 96, 34, 1
31819, 102, 40, 1
31820, 120, 50, 1
31821, 88, 34, 1
31822, 96, 28, 1
31823, 106, 36, 1
31824, 98, 50, 1
31825, 94, 42, 1
31826, 98, 40, 1
31827, 88, 38, 1
31828, 104, 48, 1
31829, 102, 40, 1
31830, 112, 56, 1
31831, 114, 44, 1
31832, 98, 30, 1
31833, 122, 60, 1
31834, 94, 38, 1
31835, 94, 32, 1
31836, 100, 42, 1
31837, 90, 38, 1
31838, 100, 36, 1
31839, 88, 34, 1
31840, 84, 36, 1
31841, 96, 38, 1
31842, 88, 28, 1
31843, 102, 36, 1
31844, 112, 52, 1
31845, 98, 42, 1
31846, 104, 44, 1
31847, 90, 32, 1
31848, 100, 40, 1
31849, 86, 38, 1
31850, 98, 38, 1
31851, 86, 30, 1
31852, 106, 42, 1
31853, 110, 48, 1
31854, 96, 42, 1
31855, 90, 42, 1
31856, 92, 34, 1
31857, 100, 24, 1
31858, 104, 38, 1
31859, 94, 38, 1
31860, 90, 32, 1
31861, 92, 36, 1
31862, 98, 50, 1
31863, 108, 46, 1
31864, 100, 40, 1
31865, 98, 36, 1
31866, 108, 48, 1
31867, 98, 56, 1
31868, 88, 32, 1
31869, 82, 32, 1
31870, 86, 28, 1
31871, 96, 40, 1
31872, 82, 38, 1
31873, 102, 40, 1
31874, 96, 30, 1
31875, 94, 42, 1
31876, 98, 46, 1
31877, 94, 38, 1
31878, 96, 40, 1
31879, 88, 28, 1
31880, 88, 40, 1
31881, 110, 38, 1
31882, 100, 40, 1
31883, 100, 50, 1
31884, 90, 30, 1
31885, 106, 46, 1
31886, 94, 34, 1
31887, 114, 48, 1
31888, 102, 36, 1
31889, 98, 34, 1
31890, 98, 34, 1
31891, 104, 50, 1
31892, 98, 42, 1
31893, 102, 52, 1
31894, 94, 36, 1
31895, 100, 46, 1
31896, 90, 30, 1
31897, 88, 38, 1
31898, 96, 38, 1
31899, 90, 30, 0
31900, 92, 32, 1
31901, 88, 40, 1
31902, 98, 36, 1
31903, 92, 30, 1
31904, 108, 52, 1
31905, 92, 36, 1
31906, 90, 46, 1
31907, 126, 56, 1
31908, 110, 34, 1
31909, 100, 38, 1
31910, 94, 46, 1
31911, 92, 46, 1
31912, 108, 50, 1
31913, 102, 38, 1
31914, 90, 38, 1
31915, 98, 36, 1
31916, 94, 44, 1
31917, 86, 36, 1
31918, 100, 38, 1
31919, 104, 50, 1
31920, 88, 36, 1
31921, 94, 34, 1
31922, 96, 34, 1
31923, 102, 40, 1
31924, 94, 38, 1
31925, 116, 40, 1
31926, 96, 40, 1
31927, 88, 32, 1
31928, 90, 42, 1
31929, 82, 26, 1
31930, 98, 40, 1
31931, 104, 50, 1
31932, 94, 34, 1
31933, 108, 54, 1
31934, 92, 40, 1
31935, 86, 28, 1
31936, 94, 34, 1
31937, 100, 36, 1
31938, 98, 36, 1
31939, 90, 40, 1
31940, 112, 42, 1
31941, 98, 32, 1
31942, 84, 36, 1
31943, 102, 48, 1
31944, 106, 50, 1
31945, 96, 42, 1
31946, 112, 38, 1
31947, 104, 38, 1
31948, 100, 36, 1
31949, 98, 38, 1
31950, 98, 40, 1
31951, 98, 34, 1
31952, 90, 32, 1
31953, 102, 36, 1
31954, 96, 44, 1
31955, 82, 32, 1
31956, 110, 42, 1
31957, 100, 38, 1
31958, 106, 44, 1
31959, 92, 44, 1
31960, 90, 38, 1
31961, 104, 50, 1
31962, 108, 46, 0
31963, 102, 30, 1
31964, 94, 42, 1
31965, 100, 42, 1
31966, 108, 40, 1
31967, 102, 42, 1
31968, 98, 44, 1
31969, 104, 32, 1
31970, 102, 48, 1
31971, 88, 44, 1
31972, 94, 42, 1
31973, 104, 46, 1
31974, 96, 36, 1
31975, 102, 40, 1
31976, 88, 30, 1
31977, 102, 44, 1
31978, 98, 44, 1
31979, 88, 30, 1
31980, 100, 38, 1
31981, 90, 44, 1
31982, 94, 36, 1
31983, 84, 26, 1
31984, 96, 36, 1
31985, 98, 38, 1
31986, 102, 36, 1
31987, 98, 28, 1
31988, 94, 36, 1
31989, 90, 42, 1
31990, 102, 34, 1
31991, 108, 38, 1
31992, 84, 22, 1
31993, 92, 42, 1
31994, 102, 26, 1
31995, 100, 30, 1
31996, 94, 40, 1
31997, 112, 42, 1
31998, 96, 44, 1
31999, 104, 42, 1
32000, 110, 40, 1
32001, 100, 36, 1
32002, 100, 42, 1
32003, 86, 34, 1
32004, 96, 40, 1
32005, 94, 30, 1
32006, 114, 44, 1
32007, 100, 44, 1
32008, 100, 36, 1
32009, 102, 50, 1
32010, 100, 42, 1
32011, 98, 36, 1
32012, 102, 46, 1
32013, 90, 42, 1
32014, 112, 40, 1
32015, 94, 48, 1
32016, 92, 36, 1
32017, 90, 46, 1
32018, 108, 36, 1
32019, 92, 38, 1
32020, 94, 34, 1
32021, 98, 30, 1
32022, 108, 44, 1
32023, 102, 38, 1
32024, 92, 36, 1
32025, 104, 44, 1
32026, 98, 40, 1
32027, 88, 38, 1
32028, 104, 48, 1
32029, 100, 42, 1
32030, 104, 38, 1
32031, 92, 38, 1
32032, 90, 44, 1
32033, 90, 32, 1
32034, 98, 44, 1
32035, 108, 36, 1
32036, 90, 44, 1
32037, 94, 40, 1
32038, 94, 34, 1
32039, 94, 40, 1
32040, 100, 40, 1
32041, 106, 36, 1
32042, 104, 40, 1
32043, 100, 44, 1
32044, 90, 32, 1
32045, 118, 42, 1
32046, 92, 36, 1
32047, 86, 28, 1
32048, 98, 40, 1
32049, 88, 36, 1
32050, 98, 38, 1
32051, 86, 46, 1
32052, 94, 40, 1
32053, 104, 44, 1
32054, 98, 30, 1
32055, 104, 40, 1
32056, 104, 44, 1
32057, 102, 48, 1
32058, 100, 42, 1
32059, 98, 32, 1
32060, 94, 34, 1
32061, 106, 46, 1
32062, 86, 34, 1
32063, 88, 34, 1
32064, 96, 32, 1
32065, 90, 34, 1
32066, 94, 36, 1
32067, 94, 26, 1
32068, 98, 38, 1
32069, 94, 32, 1
32070, 88, 42, 1
32071, 90, 36, 1
32072, 108, 52, 1
32073, 102, 42, 1
32074, 94, 38, 1
32075, 100, 46, 1
32076, 96, 30, 1
32077, 96, 44, 1
32078, 82, 30, 1
32079, 90, 42, 1
32080, 86, 30, 1
32081, 92, 38, 1
32082, 114, 42, 1
32083, 86, 32, 1
32084, 88, 30, 1
32085, 102, 42, 1
32086, 92, 28, 1
32087, 82, 34, 1
32088, 102, 42, 1
32089, 98, 38, 1
32090, 98, 42, 1
32091, 94, 34, 1
32092, 110, 42, 1
32093, 100, 42, 1
32094, 102, 42, 1
32095, 98, 42, 1
32096, 90, 30, 1
32097, 96, 48, 1
32098, 98, 50, 1
32099, 110, 58, 1
32100, 96, 40, 1
32101, 94, 46, 1
32102, 98, 44, 1
32103, 86, 32, 1
32104, 88, 38, 1
32105, 90, 40, 1
32106, 94, 36, 1
32107, 108, 42, 1
32108, 94, 34, 1
32109, 80, 32, 1
32110, 112, 36, 1
32111, 94, 30, 1
32112, 96, 36, 1
32113, 86, 24, 1
32114, 92, 38, 1
32115, 102, 46, 1
32116, 102, 38, 1
32117, 82, 32, 1
32118, 88, 32, 1
32119, 108, 50, 1
32120, 96, 52, 1
32121, 100, 48, 1
32122, 100, 38, 1
32123, 102, 44, 1
32124, 94, 32, 1
32125, 94, 30, 1
32126, 102, 38, 1
32127, 102, 46, 1
32128, 88, 38, 1
32129, 98, 36, 1
32130, 98, 40, 1
32131, 94, 40, 1
32132, 106, 44, 1
32133, 80, 34, 1
32134, 90, 44, 1
32135, 92, 38, 1
32136, 100, 40, 1
32137, 86, 40, 1
32138, 108, 40, 1
32139, 94, 34, 1
32140, 92, 36, 1
32141, 90, 34, 1
32142, 90, 28, 1
32143, 102, 42, 1
32144, 96, 42, 1
32145, 94, 34, 1
32146, 92, 32, 1
32147, 104, 40, 1
32148, 98, 44, 1
32149, 104, 34, 1
32150, 102, 46, 1
32151, 92, 42, 1
32152, 118, 48, 1
32153, 98, 50, 1
32154, 102, 42, 1
32155, 100, 46, 1
32156, 90, 38, 1
32157, 92, 40, 1
32158, 96, 46, 1
32159, 96, 38, 1
32160, 92, 28, 1
32161, 84, 26, 1
32162, 94, 44, 1
32163, 106, 40, 1
32164, 88, 36, 1
32165, 104, 34, 1
32166, 88, 44, 1
32167, 106, 42, 1
32168, 98, 34, 1
32169, 92, 48, 1
32170, 94, 44, 1
32171, 98, 36, 1
32172, 106, 46, 1
32173, 140, 54, 1
32174, 98, 34, 1
32175, 96, 46, 1
32176, 106, 34, 1
32177, 98, 46, 1
32178, 98, 36, 1
32179, 96, 44, 1
32180, 98, 42, 1
32181, 98, 36, 1
32182, 86, 36, 1
32183, 94, 30, 1
32184, 96, 32, 1
32185, 106, 42, 1
32186, 102, 38, 1
32187, 92, 34, 1
32188, 124, 50, 1
32189, 92, 32, 1
32190, 102, 48, 1
32191, 98, 38, 1
32192, 98, 48, 1
32193, 86, 36, 1
32194, 102, 40, 1
32195, 92, 34, 1
32196, 92, 28, 1
32197, 94, 32, 1
32198, 96, 38, 1
32199, 98, 54, 1
32200, 94, 48, 1
32201, 104, 40, 1
32202, 88, 38, 1
32203, 98, 40, 1
32204, 90, 30, 1
32205, 96, 38, 1
32206, 102, 36, 1
32207, 88, 28, 1
32208, 98, 32, 1
32209, 86, 36, 1
32210, 90, 34, 1
32211, 92, 28, 1
32212, 98, 46, 1
32213, 116, 54, 1
32214, 104, 46, 1
32215, 96, 38, 1
32216, 110, 46, 1
32217, 96, 42, 1
32218, 110, 38, 1
32219, 102, 36, 1
32220, 96, 40, 1
32221, 88, 42, 1
32222, 106, 42, 1
32223, 90, 36, 1
32224, 90, 34, 1
32225, 136, 56, 1
32226, 102, 42, 1
32227, 88, 40, 1
32228, 102, 36, 1
32229, 104, 56, 1
32230, 102, 50, 1
32231, 82, 28, 1
32232, 108, 40, 1
32233, 104, 42, 1
32234, 94, 42, 1
32235, 90, 28, 1
32236, 96, 40, 1
32237, 102, 42, 1
32238, 90, 38, 1
32239, 94, 46, 1
32240, 92, 34, 1
32241, 90, 40, 1
32242, 104, 40, 1
32243, 88, 26, 1
32244, 102, 28, 1
32245, 116, 50, 1
32246, 98, 36, 1
32247, 96, 48, 1
32248, 86, 40, 1
32249, 96, 30, 1
32250, 90, 30, 1
32251, 102, 36, 1
32252, 94, 34, 1
32253, 106, 40, 1
32254, 112, 48, 1
32255, 88, 44, 1
32256, 100, 34, 1
32257, 112, 60, 1
32258, 92, 38, 1
32259, 104, 40, 1
32260, 96, 38, 1
32261, 92, 42, 1
32262, 106, 50, 1
32263, 94, 44, 1
32264, 96, 40, 1
32265, 104, 40, 1
32266, 92, 38, 1
32267, 102, 38, 1
32268, 100, 36, 1
32269, 102, 40, 1
32270, 108, 52, 1
32271, 98, 42, 1
32272, 106, 36, 1
32273, 100, 38, 1
32274, 90, 38, 1
32275, 92, 48, 1
32276, 86, 38, 1
32277, 100, 44, 1
32278, 102, 46, 1
32279, 118, 40, 1
32280, 92, 36, 1
32281, 96, 38, 1
32282, 94, 40, 1
32283, 94, 32, 1
32284, 88, 32, 1
32285, 86, 36, 1
32286, 88, 38, 1
32287, 102, 46, 1
32288, 92, 32, 1
32289, 90, 40, 1
32290, 96, 42, 1
32291, 86, 38, 1
32292, 116, 42, 1
32293, 96, 40, 1
32294, 88, 34, 1
32295, 106, 40, 1
32296, 92, 32, 1
32297, 100, 40, 1
32298, 98, 44, 1
32299, 98, 34, 1
32300, 82, 36, 1
32301, 90, 38, 1
32302, 82, 30, 1
32303, 90, 32, 1
32304, 96, 36, 1
32305, 98, 38, 1
32306, 98, 50, 1
32307, 108, 38, 1
32308, 94, 34, 1
32309, 96, 36, 1
32310, 80, 38, 1
32311, 118, 46, 1
32312, 88, 38, 1
32313, 90, 36, 1
32314, 112, 48, 1
32315, 100, 38, 1
32316, 96, 44, 1
32317, 100, 36, 1
32318, 114, 54, 1
32319, 102, 42, 1
32320, 92, 38, 1
32321, 90, 36, 1
32322, 102, 40, 1
32323, 92, 38, 1
32324, 96, 40, 1
32325, 104, 40, 1
32326, 92, 44, 1
32327, 96, 38, 1
32328, 104, 34, 1
32329, 106, 38, 1
32330, 104, 44, 1
32331, 96, 50, 1
32332, 94, 48, 1
32333, 98, 24, 1
32334, 104, 38, 1
32335, 92, 30, 1
32336, 98, 36, 1
32337, 102, 38, 1
32338, 84, 38, 1
32339, 92, 42, 1
32340, 106, 42, 1
32341, 98, 36, 1
32342, 102, 48, 1
32343, 100, 46, 1
32344, 88, 36, 1
32345, 94, 38, 1
32346, 110, 52, 1
32347, 100, 38, 1
32348, 96, 50, 1
32349, 104, 42, 1
32350, 98, 36, 1
32351, 104, 38, 1
32352, 98, 44, 1
32353, 90, 32, 1
32354, 90, 32, 1
32355, 90, 32, 1
32356, 106, 50, 1
32357, 86, 38, 1
32358, 86, 42, 1
32359, 92, 30, 1
32360, 96, 34, 1
32361, 110, 48, 1
32362, 110, 44, 1
32363, 106, 36, 1
32364, 110, 44, 1
32365, 110, 48, 1
32366, 90, 34, 1
32367, 96, 36, 1
32368, 82, 38, 1
32369, 86, 30, 1
32370, 94, 36, 1
32371, 98, 42, 1
32372, 86, 36, 1
32373, 86, 32, 1
32374, 108, 40, 1
32375, 98, 44, 1
32376, 94, 46, 1
32377, 94, 38, 1
32378, 84, 42, 1
32379, 90, 28, 1
32380, 96, 38, 1
32381, 94, 38, 1
32382, 90, 34, 1
32383, 110, 50, 1
32384, 102, 38, 1
32385, 92, 32, 1
32386, 92, 44, 1
32387, 96, 36, 1
32388, 98, 34, 1
32389, 84, 30, 1
32390, 94, 34, 1
32391, 88, 32, 1
32392, 102, 32, 1
32393, 98, 42, 1
32394, 104, 42, 1
32395, 80, 38, 1
32396, 88, 36, 1
32397, 94, 38, 1
32398, 90, 44, 1
32399, 90, 40, 1
32400, 90, 38, 1
32401, 110, 58, 1
32402, 108, 50, 1
32403, 96, 38, 1
32404, 102, 42, 1
32405, 106, 46, 1
32406, 92, 30, 1
32407, 92, 32, 1
32408, 104, 42, 1
32409, 100, 48, 1
32410, 96, 32, 1
32411, 88, 44, 1
32412, 102, 46, 1
32413, 86, 26, 1
32414, 96, 46, 1
32415, 108, 36, 1
32416, 96, 34, 1
32417, 102, 38, 1
32418, 100, 44, 1
32419, 94, 30, 1
32420, 98, 34, 1
32421, 94, 38, 1
32422, 100, 38, 1
32423, 98, 32, 1
32424, 96, 40, 1
32425, 116, 42, 1
32426, 98, 32, 1
32427, 84, 42, 1
32428, 90, 36, 1
32429, 96, 40, 1
32430, 92, 34, 1
32431, 100, 30, 1
32432, 108, 36, 1
32433, 96, 48, 1
32434, 86, 38, 1
32435, 96, 48, 1
32436, 96, 38, 1
32437, 92, 36, 1
32438, 90, 42, 1
32439, 102, 46, 1
32440, 96, 32, 1
32441, 100, 42, 1
32442, 92, 36, 1
32443, 98, 40, 1
32444, 102, 44, 1
32445, 120, 58, 1
32446, 88, 36, 1
32447, 90, 40, 1
32448, 92, 40, 1
32449, 108, 48, 1
32450, 124, 52, 1
32451, 98, 48, 1
32452, 92, 30, 1
32453, 104, 38, 1
32454, 94, 44, 1
32455, 88, 38, 1
32456, 92, 38, 1
32457, 96, 40, 1
32458, 80, 36, 1
32459, 88, 34, 1
32460, 104, 36, 1
32461, 102, 38, 1
32462, 106, 48, 1
32463, 90, 38, 1
32464, 96, 34, 1
32465, 102, 44, 1
32466, 92, 48, 1
32467, 100, 38, 1
32468, 96, 36, 1
32469, 90, 30, 1
32470, 88, 34, 1
32471, 90, 36, 1
32472, 102, 28, 1
32473, 88, 36, 1
32474, 90, 32, 1
32475, 88, 32, 1
32476, 88, 34, 1
32477, 88, 34, 1
32478, 88, 32, 1
32479, 106, 52, 1
32480, 86, 44, 1
32481, 96, 50, 1
32482, 104, 50, 1
32483, 88, 40, 1
32484, 96, 36, 1
32485, 94, 34, 1
32486, 98, 28, 1
32487, 88, 34, 1
32488, 88, 28, 1
32489, 100, 38, 1
32490, 96, 32, 1
32491, 96, 48, 1
32492, 104, 42, 1
32493, 122, 54, 1
32494, 104, 40, 1
32495, 104, 46, 1
32496, 88, 40, 1
32497, 108, 40, 1
32498, 112, 44, 1
32499, 94, 46, 1
32500, 84, 26, 1
32501, 90, 32, 1
32502, 94, 44, 1
32503, 92, 36, 1
32504, 94, 42, 1
32505, 96, 38, 1
32506, 84, 38, 1
32507, 96, 36, 1
32508, 98, 32, 1
32509, 88, 44, 1
32510, 86, 34, 1
32511, 98, 46, 1
32512, 126, 56, 1
32513, 98, 32, 1
32514, 94, 38, 1
32515, 102, 50, 1
32516, 100, 34, 1
32517, 96, 36, 1
32518, 94, 42, 1
32519, 88, 38, 1
32520, 94, 40, 1
32521, 98, 42, 1
32522, 98, 38, 1
32523, 90, 38, 1
32524, 106, 42, 1
32525, 90, 36, 1
32526, 94, 36, 1
32527, 100, 40, 1
32528, 80, 38, 1
32529, 94, 42, 1
32530, 88, 38, 1
32531, 92, 30, 1
32532, 94, 46, 1
32533, 92, 40, 1
32534, 100, 42, 1
32535, 102, 42, 1
32536, 106, 48, 1
32537, 86, 44, 1
32538, 106, 42, 1
32539, 102, 48, 1
32540, 92, 32, 1
32541, 86, 34, 1
32542, 104, 44, 1
32543, 100, 44, 1
32544, 96, 38, 1
32545, 90, 38, 1
32546, 96, 42, 1
32547, 90, 38, 1
32548, 86, 40, 1
32549, 94, 30, 1
32550, 84, 38, 1
32551, 94, 26, 1
32552, 106, 40, 1
32553, 106, 38, 1
32554, 100, 42, 1
32555, 106, 54, 1
32556, 98, 38, 1
32557, 108, 56, 1
32558, 92, 36, 1
32559, 102, 34, 1
32560, 88, 40, 1
32561, 106, 28, 1
32562, 100, 36, 1
32563, 102, 38, 1
32564, 102, 38, 1
32565, 90, 28, 1
32566, 88, 34, 1
32567, 92, 36, 1
32568, 108, 44, 1
32569, 98, 38, 1
32570, 94, 24, 1
32571, 88, 44, 1
32572, 100, 46, 1
32573, 96, 38, 1
32574, 92, 34, 1
32575, 82, 36, 1
32576, 100, 36, 1
32577, 102, 34, 1
32578, 96, 28, 1
32579, 86, 40, 1
32580, 88, 30, 1
32581, 84, 42, 1
32582, 108, 38, 1
32583, 100, 34, 1
32584, 96, 54, 1
32585, 98, 38, 1
32586, 104, 28, 1
32587, 102, 34, 1
32588, 88, 34, 1
32589, 102, 32, 1
32590, 104, 34, 1
32591, 106, 58, 1
32592, 90, 30, 1
32593, 110, 40, 1
32594, 94, 44, 1
32595, 92, 40, 1
32596, 98, 42, 1
32597, 88, 34, 1
32598, 114, 52, 1
32599, 90, 44, 1
32600, 100, 28, 1
32601, 94, 44, 1
32602, 90, 38, 1
32603, 98, 44, 1
32604, 98, 42, 1
32605, 106, 42, 1
32606, 92, 44, 1
32607, 96, 38, 1
32608, 88, 36, 1
32609, 92, 42, 1
32610, 96, 38, 1
32611, 98, 42, 1
32612, 90, 44, 1
32613, 94, 40, 1
32614, 88, 32, 1
32615, 98, 36, 1
32616, 94, 38, 1
32617, 90, 44, 1
32618, 98, 44, 1
32619, 84, 22, 1
32620, 80, 42, 1
32621, 112, 44, 1
32622, 100, 44, 1
32623, 88, 42, 1
32624, 80, 30, 1
32625, 92, 40, 1
32626, 84, 36, 1
32627, 94, 44, 1
32628, 80, 26, 1
32629, 84, 26, 1
32630, 100, 40, 1
32631, 96, 38, 1
32632, 90, 28, 1
32633, 96, 28, 1
32634, 88, 32, 1
32635, 122, 60, 1
32636, 92, 32, 1
32637, 92, 38, 1
32638, 92, 40, 1
32639, 88, 36, 1
32640, 110, 44, 1
32641, 104, 46, 1
32642, 92, 36, 1
32643, 90, 38, 1
32644, 88, 36, 1
32645, 92, 40, 1
32646, 104, 46, 1
32647, 94, 42, 1
32648, 102, 40, 1
32649, 108, 52, 1
32650, 108, 42, 1
32651, 108, 40, 1
32652, 98, 38, 1
32653, 88, 38, 1
32654, 96, 38, 1
32655, 96, 50, 1
32656, 92, 44, 1
32657, 92, 46, 1
32658, 96, 42, 1
32659, 102, 38, 1
32660, 102, 40, 1
32661, 86, 28, 1
32662, 104, 48, 1
32663, 96, 36, 1
32664, 94, 30, 1
32665, 84, 30, 1
32666, 90, 30, 1
32667, 106, 54, 1
32668, 106, 44, 1
32669, 88, 26, 1
32670, 96, 36, 1
32671, 102, 48, 1
32672, 100, 26, 1
32673, 98, 38, 1
32674, 104, 38, 1
32675, 98, 42, 1
32676, 104, 44, 1
32677, 98, 36, 1
32678, 98, 42, 1
32679, 90, 36, 1
32680, 84, 34, 1
32681, 90, 42, 1
32682, 96, 50, 1
32683, 92, 36, 1
32684, 106, 46, 1
32685, 98, 42, 1
32686, 88, 30, 1
32687, 96, 50, 1
32688, 98, 32, 1
32689, 88, 44, 1
32690, 104, 42, 1
32691, 100, 44, 1
32692, 106, 48, 1
32693, 82, 28, 1
32694, 98, 38, 1
32695, 90, 46, 1
32696, 94, 36, 1
32697, 106, 54, 1
32698, 88, 44, 1
32699, 98, 42, 1
32700, 118, 48, 1
32701, 100, 44, 1
32702, 96, 30, 1
32703, 98, 38, 1
32704, 94, 38, 1
32705, 102, 44, 1
32706, 96, 36, 1
32707, 106, 50, 1
32708, 84, 54, 1
32709, 104, 46, 1
32710, 86, 38, 1
32711, 104, 50, 1
32712, 88, 34, 1
32713, 98, 30, 1
