Seed, tf, trc, s
22022, 106, 38, 1
22023, 90, 38, 1
22024, 100, 40, 1
22025, 110, 50, 1
22026, 108, 50, 1
22027, 102, 34, 1
22028, 106, 44, 1
22029, 90, 50, 1
22030, 92, 36, 1
22031, 90, 38, 1
22032, 80, 30, 1
22033, 92, 40, 1
22034, 94, 34, 1
22035, 90, 32, 1
22036, 94, 36, 1
22037, 110, 46, 1
22038, 106, 36, 1
22039, 92, 44, 1
22040, 92, 44, 1
22041, 102, 28, 1
22042, 94, 42, 1
22043, 86, 36, 1
22044, 114, 40, 1
22045, 98, 42, 1
22046, 102, 34, 1
22047, 86, 30, 1
22048, 88, 38, 1
22049, 102, 34, 1
22050, 102, 42, 1
22051, 100, 46, 1
22052, 92, 28, 1
22053, 88, 36, 1
22054, 96, 34, 1
22055, 102, 44, 1
22056, 110, 42, 1
22057, 110, 42, 1
22058, 86, 34, 1
22059, 92, 28, 1
22060, 92, 32, 1
22061, 106, 30, 1
22062, 102, 44, 1
22063, 100, 48, 1
22064, 100, 42, 1
22065, 84, 30, 1
22066, 110, 38, 1
22067, 94, 32, 1
22068, 96, 38, 1
22069, 96, 48, 1
22070, 106, 44, 1
22071, 86, 48, 1
22072, 92, 38, 1
22073, 94, 40, 1
22074, 94, 50, 1
22075, 98, 44, 1
22076, 96, 36, 1
22077, 92, 30, 1
22078, 92, 40, 1
22079, 110, 32, 1
22080, 88, 36, 1
22081, 104, 30, 1
22082, 90, 30, 1
22083, 96, 36, 1
22084, 94, 40, 1
22085, 92, 36, 1
22086, 104, 44, 1
22087, 90, 30, 1
22088, 98, 44, 1
22089, 110, 48, 1
22090, 90, 48, 1
22091, 114, 44, 1
22092, 88, 28, 1
22093, 96, 34, 1
22094, 92, 42, 1
22095, 106, 46, 1
22096, 98, 34, 1
22097, 104, 44, 1
22098, 96, 34, 1
22099, 96, 42, 1
22100, 92, 36, 1
22101, 96, 44, 1
22102, 88, 30, 1
22103, 100, 38, 1
22104, 96, 24, 1
22105, 90, 40, 1
22106, 102, 46, 1
22107, 100, 38, 1
22108, 104, 42, 1
22109, 98, 44, 1
22110, 92, 44, 1
22111, 104, 42, 1
22112, 98, 46, 1
22113, 102, 42, 1
22114, 114, 44, 1
22115, 98, 40, 1
22116, 92, 40, 1
22117, 86, 32, 1
22118, 100, 38, 1
22119, 114, 50, 1
22120, 98, 46, 1
22121, 106, 46, 1
22122, 86, 38, 1
22123, 104, 32, 1
22124, 96, 36, 1
22125, 94, 30, 1
22126, 102, 44, 1
22127, 92, 44, 1
22128, 92, 32, 1
22129, 92, 38, 1
22130, 92, 40, 1
22131, 98, 36, 1
22132, 94, 32, 1
22133, 102, 40, 1
22134, 88, 36, 1
22135, 96, 40, 1
22136, 92, 32, 1
22137, 100, 38, 1
22138, 104, 42, 1
22139, 92, 36, 1
22140, 94, 44, 1
22141, 100, 44, 1
22142, 90, 36, 1
22143, 96, 34, 1
22144, 92, 34, 1
22145, 88, 48, 1
22146, 94, 38, 1
22147, 96, 30, 1
22148, 122, 50, 1
22149, 94, 32, 1
22150, 92, 34, 1
22151, 96, 24, 1
22152, 80, 38, 1
22153, 100, 32, 1
22154, 90, 40, 1
22155, 96, 42, 1
22156, 94, 38, 1
22157, 96, 36, 1
22158, 96, 36, 1
22159, 100, 36, 1
22160, 96, 30, 1
22161, 92, 46, 1
22162, 98, 42, 1
22163, 96, 38, 1
22164, 90, 30, 1
22165, 104, 40, 1
22166, 92, 44, 1
22167, 98, 32, 1
22168, 96, 38, 1
22169, 98, 36, 1
22170, 88, 36, 1
22171, 94, 24, 1
22172, 104, 50, 1
22173, 102, 42, 1
22174, 86, 28, 1
22175, 98, 38, 1
22176, 94, 44, 1
22177, 90, 36, 1
22178, 98, 36, 1
22179, 104, 40, 1
22180, 98, 38, 1
22181, 96, 36, 1
22182, 94, 46, 1
22183, 110, 40, 1
22184, 100, 30, 1
22185, 100, 30, 1
22186, 86, 38, 1
22187, 100, 40, 1
22188, 104, 44, 1
22189, 90, 36, 1
22190, 94, 28, 1
22191, 100, 42, 1
22192, 96, 44, 1
22193, 92, 36, 1
22194, 80, 18, 1
22195, 128, 46, 1
22196, 90, 46, 1
22197, 100, 42, 1
22198, 104, 54, 1
22199, 90, 36, 1
22200, 90, 34, 1
22201, 104, 38, 1
22202, 96, 40, 1
22203, 84, 42, 1
22204, 92, 32, 1
22205, 96, 40, 1
22206, 102, 38, 1
22207, 100, 38, 1
22208, 98, 48, 1
22209, 100, 32, 1
22210, 116, 46, 1
22211, 92, 34, 1
22212, 92, 34, 1
22213, 100, 46, 1
22214, 88, 44, 1
22215, 92, 32, 1
22216, 94, 38, 1
22217, 84, 30, 1
22218, 100, 42, 1
22219, 96, 30, 1
22220, 106, 36, 1
22221, 90, 36, 1
22222, 86, 28, 1
22223, 80, 34, 1
22224, 90, 52, 1
22225, 106, 46, 1
22226, 92, 44, 1
22227, 86, 28, 1
22228, 102, 32, 1
22229, 84, 34, 1
22230, 90, 38, 1
22231, 94, 36, 1
22232, 98, 48, 1
22233, 86, 32, 1
22234, 82, 32, 1
22235, 98, 34, 1
22236, 92, 32, 1
22237, 90, 34, 1
22238, 94, 30, 1
22239, 98, 44, 1
22240, 96, 38, 1
22241, 108, 36, 1
22242, 82, 42, 1
22243, 92, 30, 1
22244, 96, 38, 1
22245, 104, 46, 1
22246, 92, 34, 1
22247, 88, 28, 1
22248, 82, 40, 1
22249, 86, 30, 1
22250, 90, 36, 1
22251, 94, 42, 1
22252, 90, 50, 1
22253, 112, 42, 1
22254, 84, 32, 1
22255, 94, 48, 1
22256, 86, 40, 1
22257, 106, 38, 1
22258, 90, 46, 1
22259, 100, 34, 1
22260, 86, 28, 1
22261, 96, 34, 1
22262, 90, 38, 1
22263, 96, 34, 1
22264, 102, 42, 1
22265, 112, 40, 1
22266, 94, 32, 1
22267, 100, 46, 1
22268, 86, 28, 1
22269, 86, 34, 1
22270, 94, 40, 1
22271, 92, 30, 1
22272, 98, 44, 1
22273, 106, 44, 1
22274, 96, 42, 1
22275, 102, 48, 1
22276, 110, 40, 1
22277, 96, 60, 1
22278, 98, 34, 1
22279, 102, 40, 1
22280, 100, 44, 1
22281, 94, 36, 1
22282, 102, 32, 1
22283, 96, 42, 1
22284, 96, 40, 1
22285, 96, 34, 1
22286, 100, 44, 1
22287, 100, 40, 1
22288, 108, 50, 1
22289, 98, 40, 1
22290, 94, 40, 1
22291, 98, 44, 1
22292, 96, 44, 1
22293, 98, 38, 1
22294, 84, 26, 1
22295, 94, 40, 1
22296, 120, 44, 1
22297, 100, 44, 0
22298, 94, 40, 1
22299, 92, 26, 1
22300, 106, 42, 1
22301, 92, 36, 1
22302, 94, 30, 1
22303, 108, 48, 1
22304, 104, 48, 1
22305, 102, 38, 1
22306, 106, 36, 1
22307, 96, 38, 1
22308, 96, 30, 1
22309, 88, 44, 1
22310, 116, 42, 1
22311, 106, 50, 1
22312, 102, 36, 1
22313, 94, 28, 1
22314, 100, 42, 1
22315, 90, 36, 1
22316, 96, 32, 1
22317, 86, 26, 1
22318, 116, 42, 1
22319, 88, 40, 1
22320, 96, 44, 1
22321, 106, 46, 1
22322, 108, 50, 1
22323, 100, 38, 1
22324, 104, 32, 1
22325, 106, 42, 1
22326, 102, 52, 1
22327, 90, 36, 1
22328, 100, 32, 1
22329, 96, 40, 1
22330, 86, 24, 1
22331, 92, 36, 1
22332, 90, 40, 1
22333, 94, 40, 1
22334, 92, 40, 1
22335, 102, 36, 1
22336, 96, 32, 1
22337, 108, 36, 1
22338, 96, 48, 1
22339, 94, 44, 1
22340, 96, 40, 1
22341, 86, 38, 1
22342, 90, 32, 1
22343, 90, 42, 1
22344, 100, 36, 1
22345, 98, 44, 1
22346, 100, 42, 1
22347, 96, 30, 1
22348, 102, 48, 1
22349, 86, 38, 1
22350, 110, 50, 1
22351, 90, 42, 1
22352, 96, 32, 1
22353, 100, 38, 1
22354, 92, 42, 1
22355, 84, 28, 1
22356, 96, 36, 1
22357, 88, 32, 1
22358, 88, 40, 1
22359, 100, 40, 1
22360, 84, 22, 1
22361, 102, 40, 1
22362, 98, 44, 1
22363, 98, 40, 1
22364, 92, 40, 1
22365, 100, 44, 1
22366, 116, 48, 1
22367, 86, 38, 1
22368, 100, 42, 1
22369, 86, 32, 1
22370, 112, 38, 1
22371, 102, 36, 1
22372, 84, 40, 1
22373, 118, 50, 1
22374, 102, 50, 1
22375, 94, 42, 1
22376, 96, 28, 1
22377, 100, 34, 1
22378, 108, 38, 1
22379, 88, 32, 1
22380, 94, 38, 1
22381, 92, 36, 1
22382, 94, 42, 1
22383, 84, 36, 1
22384, 98, 38, 1
22385, 104, 44, 1
22386, 88, 36, 1
22387, 96, 42, 1
22388, 88, 38, 1
22389, 90, 30, 1
22390, 90, 30, 1
22391, 96, 28, 1
22392, 100, 36, 1
22393, 104, 36, 1
22394, 94, 44, 1
22395, 104, 38, 1
22396, 100, 34, 1
22397, 100, 34, 1
22398, 90, 42, 1
22399, 100, 42, 1
22400, 86, 32, 1
22401, 86, 34, 1
22402, 108, 42, 1
22403, 108, 44, 1
22404, 112, 46, 1
22405, 106, 44, 1
22406, 112, 46, 1
22407, 96, 28, 1
22408, 98, 36, 1
22409, 100, 36, 1
22410, 98, 38, 1
22411, 102, 40, 1
22412, 84, 36, 1
22413, 114, 40, 1
22414, 96, 30, 1
22415, 102, 36, 1
22416, 112, 48, 1
22417, 96, 44, 1
22418, 92, 36, 1
22419, 100, 40, 1
22420, 106, 38, 1
22421, 98, 36, 1
22422, 90, 38, 1
22423, 92, 42, 1
22424, 94, 32, 1
22425, 110, 52, 1
22426, 88, 30, 1
22427, 96, 44, 1
22428, 98, 34, 1
22429, 90, 24, 1
22430, 86, 38, 1
22431, 104, 50, 1
22432, 82, 38, 1
22433, 96, 42, 1
22434, 112, 42, 1
22435, 86, 38, 1
22436, 94, 38, 1
22437, 90, 38, 1
22438, 112, 46, 1
22439, 110, 52, 1
22440, 84, 26, 1
22441, 100, 38, 1
22442, 90, 36, 1
22443, 116, 50, 1
22444, 82, 34, 1
22445, 98, 48, 1
22446, 96, 28, 1
22447, 100, 36, 1
22448, 110, 42, 1
22449, 84, 26, 1
22450, 94, 38, 1
22451, 98, 48, 1
22452, 92, 34, 1
22453, 94, 34, 1
22454, 88, 38, 1
22455, 110, 34, 1
22456, 94, 36, 1
22457, 100, 28, 1
22458, 102, 26, 1
22459, 96, 28, 1
22460, 106, 34, 1
22461, 106, 38, 1
22462, 80, 34, 1
22463, 96, 34, 1
22464, 96, 36, 1
22465, 88, 36, 1
22466, 96, 32, 1
22467, 100, 34, 1
22468, 94, 36, 1
22469, 104, 34, 1
22470, 100, 42, 1
22471, 94, 40, 1
22472, 106, 38, 1
22473, 94, 42, 1
22474, 96, 38, 1
22475, 88, 38, 1
22476, 88, 32, 1
22477, 98, 52, 1
22478, 102, 40, 1
22479, 102, 48, 1
22480, 98, 48, 1
22481, 92, 20, 1
22482, 106, 50, 1
22483, 106, 38, 1
22484, 82, 32, 1
22485, 92, 38, 1
22486, 102, 36, 1
22487, 88, 30, 1
22488, 100, 34, 1
22489, 90, 44, 1
22490, 100, 30, 1
22491, 88, 38, 1
22492, 92, 32, 1
22493, 94, 30, 1
22494, 94, 34, 1
22495, 100, 36, 1
22496, 92, 34, 1
22497, 92, 28, 1
22498, 96, 34, 1
22499, 98, 36, 1
22500, 94, 40, 1
22501, 94, 32, 1
22502, 100, 48, 1
22503, 98, 36, 1
22504, 104, 38, 1
22505, 92, 36, 1
22506, 98, 46, 1
22507, 124, 56, 1
22508, 86, 40, 1
22509, 94, 42, 1
22510, 94, 44, 1
22511, 88, 34, 1
22512, 90, 42, 1
22513, 100, 42, 1
22514, 88, 30, 1
22515, 96, 40, 1
22516, 82, 36, 1
22517, 104, 42, 1
22518, 90, 36, 1
22519, 86, 30, 1
22520, 92, 40, 1
22521, 88, 28, 1
22522, 82, 32, 1
22523, 106, 36, 1
22524, 108, 30, 1
22525, 110, 46, 1
22526, 110, 40, 1
22527, 86, 30, 1
22528, 98, 32, 1
22529, 96, 32, 1
22530, 94, 48, 1
22531, 92, 38, 1
22532, 104, 38, 1
22533, 96, 38, 1
22534, 100, 44, 1
22535, 84, 38, 1
22536, 96, 28, 1
22537, 90, 30, 1
22538, 106, 46, 1
22539, 102, 36, 1
22540, 90, 34, 1
22541, 90, 36, 1
22542, 106, 42, 1
22543, 106, 44, 1
22544, 102, 42, 1
22545, 100, 50, 1
22546, 100, 38, 1
22547, 96, 32, 1
22548, 96, 50, 1
22549, 106, 46, 1
22550, 104, 38, 1
22551, 94, 40, 1
22552, 98, 40, 1
22553, 96, 36, 1
22554, 104, 42, 1
22555, 108, 50, 1
22556, 86, 34, 1
22557, 102, 52, 1
22558, 88, 40, 1
22559, 86, 42, 1
22560, 88, 36, 1
22561, 94, 48, 1
22562, 102, 40, 1
22563, 94, 38, 1
22564, 90, 42, 1
22565, 98, 38, 1
22566, 92, 30, 1
22567, 100, 54, 1
22568, 86, 36, 1
22569, 90, 36, 1
22570, 100, 34, 1
22571, 110, 42, 1
22572, 98, 38, 1
22573, 80, 36, 1
22574, 98, 34, 1
22575, 106, 38, 1
22576, 92, 36, 1
22577, 100, 42, 1
22578, 110, 36, 1
22579, 90, 32, 1
22580, 98, 38, 1
22581, 102, 36, 1
22582, 104, 42, 1
22583, 96, 48, 1
22584, 84, 40, 1
22585, 100, 42, 1
22586, 104, 42, 1
22587, 92, 36, 1
22588, 96, 40, 1
22589, 116, 40, 1
22590, 100, 42, 1
22591, 102, 28, 1
22592, 98, 32, 1
22593, 104, 48, 1
22594, 94, 40, 1
22595, 104, 38, 1
22596, 104, 34, 1
22597, 88, 40, 1
22598, 108, 46, 1
22599, 92, 34, 1
22600, 92, 32, 1
22601, 102, 42, 1
22602, 98, 46, 1
22603, 88, 34, 1
22604, 92, 42, 1
22605, 92, 36, 1
22606, 102, 38, 1
22607, 98, 34, 1
22608, 90, 36, 1
22609, 108, 38, 1
22610, 98, 40, 1
22611, 102, 38, 1
22612, 90, 36, 1
22613, 94, 46, 1
22614, 94, 46, 1
22615, 94, 32, 1
22616, 96, 44, 1
22617, 92, 36, 1
22618, 88, 40, 1
22619, 90, 42, 1
22620, 94, 48, 1
22621, 98, 42, 1
22622, 92, 46, 1
22623, 92, 36, 1
22624, 80, 32, 1
22625, 106, 44, 1
22626, 96, 38, 1
22627, 104, 48, 1
22628, 98, 36, 1
22629, 94, 38, 1
22630, 88, 34, 1
22631, 106, 48, 1
22632, 96, 34, 1
22633, 104, 38, 1
22634, 92, 32, 1
22635, 90, 38, 1
22636, 110, 40, 1
22637, 96, 34, 1
22638, 104, 50, 1
22639, 88, 34, 1
22640, 90, 30, 1
22641, 90, 34, 1
22642, 94, 40, 1
22643, 106, 36, 1
22644, 102, 40, 1
22645, 90, 34, 1
22646, 92, 38, 1
22647, 108, 36, 1
22648, 102, 36, 1
22649, 88, 42, 1
22650, 90, 34, 1
22651, 90, 46, 1
22652, 94, 34, 1
22653, 102, 40, 1
22654, 102, 46, 1
22655, 94, 44, 1
22656, 102, 34, 1
22657, 96, 32, 1
22658, 88, 42, 1
22659, 92, 36, 1
22660, 100, 32, 1
22661, 116, 44, 1
22662, 86, 40, 1
22663, 94, 34, 1
22664, 100, 44, 1
22665, 108, 44, 1
22666, 90, 42, 1
22667, 100, 30, 1
22668, 98, 30, 1
22669, 94, 38, 1
22670, 88, 34, 1
22671, 90, 36, 1
22672, 96, 28, 1
22673, 90, 32, 1
22674, 86, 36, 1
22675, 94, 46, 1
22676, 102, 38, 1
22677, 102, 44, 1
22678, 98, 32, 1
22679, 98, 36, 1
22680, 90, 34, 1
22681, 98, 42, 1
22682, 88, 46, 1
22683, 94, 46, 1
22684, 88, 32, 1
22685, 92, 42, 1
22686, 86, 32, 1
22687, 94, 34, 1
22688, 92, 48, 1
22689, 82, 36, 1
22690, 118, 44, 1
22691, 92, 40, 1
22692, 94, 38, 1
22693, 110, 58, 1
22694, 94, 40, 1
22695, 94, 44, 1
22696, 88, 38, 1
22697, 94, 34, 1
22698, 104, 42, 1
22699, 94, 40, 1
22700, 102, 40, 1
22701, 90, 42, 1
22702, 118, 42, 1
22703, 92, 54, 1
22704, 98, 46, 1
22705, 134, 54, 1
22706, 118, 52, 1
22707, 90, 34, 1
22708, 86, 32, 1
22709, 114, 56, 1
22710, 98, 36, 1
22711, 88, 36, 1
22712, 92, 32, 1
22713, 104, 38, 1
22714, 92, 38, 1
22715, 102, 34, 1
22716, 100, 36, 1
22717, 92, 36, 1
22718, 88, 36, 1
22719, 108, 44, 1
22720, 94, 32, 1
22721, 84, 44, 1
22722, 92, 36, 1
22723, 90, 34, 1
22724, 110, 46, 1
22725, 88, 42, 1
22726, 108, 50, 1
22727, 96, 46, 1
22728, 100, 38, 1
22729, 90, 38, 1
22730, 100, 40, 1
22731, 90, 34, 1
22732, 84, 28, 1
22733, 92, 36, 1
22734, 90, 42, 1
22735, 102, 36, 1
22736, 98, 44, 1
22737, 100, 44, 1
22738, 90, 40, 1
22739, 102, 44, 1
22740, 98, 48, 1
22741, 88, 42, 1
22742, 100, 42, 1
22743, 102, 46, 1
22744, 90, 32, 1
22745, 94, 42, 1
22746, 94, 36, 1
22747, 108, 48, 1
22748, 94, 38, 1
22749, 96, 28, 1
22750, 96, 32, 1
22751, 98, 46, 1
22752, 98, 38, 1
22753, 98, 34, 1
22754, 92, 36, 1
22755, 86, 48, 1
22756, 94, 42, 1
22757, 98, 40, 1
22758, 98, 52, 1
22759, 92, 38, 1
22760, 94, 30, 1
22761, 94, 44, 1
22762, 106, 34, 1
22763, 92, 42, 1
22764, 110, 44, 1
22765, 92, 38, 1
22766, 86, 30, 1
22767, 106, 30, 1
22768, 104, 42, 1
22769, 96, 38, 1
22770, 98, 36, 1
22771, 84, 26, 1
22772, 94, 38, 1
22773, 98, 32, 1
22774, 98, 36, 1
22775, 108, 48, 1
22776, 100, 38, 1
22777, 104, 42, 1
22778, 98, 42, 1
22779, 88, 40, 1
22780, 86, 30, 1
22781, 100, 40, 1
22782, 102, 36, 1
22783, 86, 42, 1
22784, 124, 44, 1
22785, 124, 50, 1
22786, 88, 28, 1
22787, 120, 50, 1
22788, 108, 46, 1
22789, 92, 42, 1
22790, 90, 48, 1
22791, 94, 50, 1
22792, 98, 36, 1
22793, 90, 38, 1
22794, 88, 34, 1
22795, 90, 38, 1
22796, 96, 44, 1
22797, 88, 34, 1
22798, 94, 44, 1
22799, 96, 44, 1
22800, 94, 38, 1
22801, 104, 42, 1
22802, 96, 38, 1
22803, 84, 30, 1
22804, 94, 36, 1
22805, 96, 36, 1
22806, 98, 42, 1
22807, 106, 44, 1
22808, 96, 36, 1
22809, 100, 40, 1
22810, 112, 36, 1
22811, 92, 44, 1
22812, 86, 30, 1
22813, 92, 38, 1
22814, 112, 48, 1
22815, 102, 28, 1
22816, 88, 42, 1
22817, 88, 36, 1
22818, 84, 40, 1
22819, 96, 38, 1
22820, 98, 36, 1
22821, 100, 26, 1
22822, 98, 34, 1
22823, 96, 36, 1
22824, 82, 36, 1
22825, 90, 36, 1
22826, 102, 36, 1
22827, 106, 48, 1
22828, 90, 34, 1
22829, 94, 32, 1
22830, 88, 40, 1
22831, 94, 50, 1
22832, 100, 46, 1
22833, 82, 26, 1
22834, 92, 42, 1
22835, 100, 36, 1
22836, 100, 36, 1
22837, 94, 44, 1
22838, 90, 34, 1
22839, 116, 56, 1
22840, 102, 38, 1
22841, 98, 34, 1
22842, 96, 40, 1
22843, 104, 40, 1
22844, 102, 42, 1
22845, 108, 44, 1
22846, 86, 36, 1
22847, 114, 48, 1
22848, 86, 32, 1
22849, 104, 32, 1
22850, 86, 32, 1
22851, 98, 34, 1
22852, 94, 36, 1
22853, 92, 46, 1
22854, 90, 30, 1
22855, 88, 40, 1
22856, 108, 40, 1
22857, 88, 36, 1
22858, 98, 40, 1
22859, 96, 40, 1
22860, 94, 32, 1
22861, 94, 36, 1
22862, 96, 42, 1
22863, 82, 32, 1
22864, 96, 36, 1
22865, 100, 32, 1
22866, 104, 46, 1
22867, 104, 38, 1
22868, 82, 34, 1
22869, 96, 30, 1
22870, 88, 28, 1
22871, 90, 44, 1
22872, 104, 42, 1
22873, 84, 26, 1
22874, 100, 46, 1
22875, 80, 30, 1
22876, 110, 48, 1
22877, 88, 34, 1
22878, 98, 42, 1
22879, 102, 46, 1
22880, 92, 32, 1
22881, 98, 30, 1
22882, 108, 48, 1
22883, 96, 40, 1
22884, 106, 38, 1
22885, 100, 52, 1
22886, 90, 38, 1
22887, 100, 40, 1
22888, 100, 44, 1
22889, 98, 34, 1
22890, 94, 34, 1
22891, 88, 36, 1
22892, 92, 32, 1
22893, 86, 36, 1
22894, 96, 42, 1
22895, 84, 38, 1
22896, 104, 36, 1
22897, 94, 46, 1
22898, 106, 46, 1
22899, 92, 42, 1
22900, 96, 46, 1
22901, 86, 34, 1
22902, 94, 30, 1
22903, 106, 46, 1
22904, 84, 32, 1
22905, 100, 30, 1
22906, 100, 52, 1
22907, 84, 40, 1
22908, 92, 38, 1
22909, 100, 38, 1
22910, 94, 28, 1
22911, 98, 36, 1
22912, 88, 32, 1
22913, 92, 40, 1
22914, 90, 38, 1
22915, 92, 54, 1
22916, 86, 34, 1
22917, 84, 36, 1
22918, 114, 44, 1
22919, 104, 38, 1
22920, 110, 52, 1
22921, 102, 46, 1
22922, 90, 42, 1
22923, 100, 42, 1
22924, 92, 30, 1
22925, 100, 36, 1
22926, 96, 42, 1
22927, 104, 40, 1
22928, 92, 30, 1
22929, 96, 42, 1
22930, 92, 34, 1
22931, 102, 42, 1
22932, 94, 34, 1
22933, 100, 58, 1
22934, 86, 30, 1
22935, 98, 44, 1
22936, 102, 30, 1
22937, 94, 42, 1
22938, 84, 28, 1
22939, 106, 36, 1
22940, 92, 40, 1
22941, 98, 42, 1
22942, 90, 26, 1
22943, 104, 50, 1
22944, 108, 40, 1
22945, 98, 40, 1
22946, 90, 40, 1
22947, 104, 46, 1
22948, 88, 32, 1
22949, 96, 32, 1
22950, 92, 36, 1
22951, 116, 36, 1
22952, 90, 34, 1
22953, 102, 36, 1
22954, 96, 40, 1
22955, 92, 42, 1
22956, 92, 42, 1
22957, 98, 40, 1
22958, 90, 28, 1
22959, 100, 40, 1
22960, 104, 46, 1
22961, 106, 44, 1
22962, 90, 32, 1
22963, 96, 40, 1
22964, 98, 32, 1
22965, 96, 44, 1
22966, 108, 42, 1
22967, 114, 44, 1
22968, 118, 40, 1
22969, 100, 42, 1
22970, 98, 42, 1
22971, 90, 32, 1
22972, 88, 38, 1
22973, 94, 42, 1
22974, 110, 44, 1
22975, 110, 52, 1
22976, 88, 38, 1
22977, 108, 48, 1
22978, 76, 26, 1
22979, 90, 36, 1
22980, 106, 46, 1
22981, 94, 38, 1
22982, 98, 28, 1
22983, 92, 34, 1
22984, 84, 36, 1
22985, 94, 40, 1
22986, 94, 28, 1
22987, 108, 44, 1
22988, 102, 42, 1
22989, 98, 42, 1
22990, 90, 32, 1
22991, 102, 46, 1
22992, 96, 38, 1
22993, 96, 46, 1
22994, 94, 32, 1
22995, 96, 34, 1
22996, 108, 40, 1
22997, 98, 46, 1
22998, 114, 42, 1
22999, 94, 46, 1
23000, 106, 52, 1
23001, 100, 42, 1
23002, 84, 40, 1
23003, 106, 46, 1
23004, 86, 36, 1
23005, 94, 36, 1
23006, 106, 48, 1
23007, 102, 42, 1
23008, 96, 40, 1
23009, 90, 28, 1
23010, 102, 38, 1
23011, 102, 34, 1
23012, 110, 46, 1
23013, 98, 38, 1
23014, 96, 36, 1
23015, 96, 30, 1
23016, 96, 28, 1
23017, 102, 36, 1
23018, 90, 36, 1
23019, 96, 30, 1
23020, 102, 38, 1
23021, 100, 40, 1
23022, 102, 40, 1
23023, 94, 32, 1
23024, 86, 34, 1
23025, 94, 40, 1
23026, 92, 42, 1
23027, 94, 26, 1
23028, 108, 38, 1
23029, 92, 38, 1
23030, 94, 26, 1
23031, 100, 40, 1
23032, 108, 52, 1
23033, 90, 32, 1
23034, 96, 42, 1
23035, 92, 38, 1
23036, 106, 38, 1
23037, 106, 40, 1
23038, 84, 32, 1
23039, 86, 40, 1
23040, 96, 34, 1
23041, 96, 32, 1
23042, 90, 36, 1
23043, 106, 40, 1
23044, 98, 42, 1
23045, 102, 38, 1
23046, 96, 36, 1
23047, 108, 40, 1
23048, 98, 46, 1
23049, 98, 38, 1
23050, 80, 40, 1
23051, 94, 30, 1
23052, 82, 30, 1
23053, 102, 36, 1
23054, 88, 22, 1
23055, 94, 34, 1
23056, 104, 50, 1
23057, 98, 48, 1
23058, 92, 38, 1
23059, 94, 42, 1
23060, 90, 34, 1
23061, 86, 46, 1
23062, 96, 38, 1
23063, 88, 34, 1
23064, 100, 36, 1
23065, 92, 36, 1
23066, 88, 36, 1
23067, 116, 40, 1
23068, 110, 40, 1
23069, 94, 34, 1
23070, 108, 40, 1
23071, 96, 48, 1
23072, 86, 36, 1
23073, 96, 46, 1
23074, 102, 48, 1
23075, 110, 34, 1
23076, 88, 46, 1
23077, 90, 30, 1
23078, 100, 40, 1
23079, 92, 36, 1
23080, 104, 44, 1
23081, 96, 34, 1
23082, 94, 48, 1
23083, 86, 34, 1
23084, 98, 40, 1
23085, 110, 48, 1
23086, 86, 34, 1
23087, 94, 30, 1
23088, 112, 50, 1
23089, 90, 38, 1
23090, 96, 44, 1
23091, 88, 28, 1
23092, 98, 40, 1
23093, 102, 36, 1
23094, 102, 36, 1
23095, 84, 36, 1
23096, 94, 42, 1
23097, 88, 30, 1
23098, 94, 32, 1
23099, 98, 36, 1
23100, 104, 34, 1
23101, 96, 38, 1
23102, 100, 44, 1
23103, 100, 50, 1
23104, 92, 42, 1
23105, 100, 44, 1
23106, 92, 30, 1
23107, 94, 36, 1
23108, 96, 34, 1
23109, 90, 40, 1
23110, 88, 32, 1
23111, 86, 42, 1
23112, 82, 28, 1
23113, 100, 32, 1
23114, 92, 46, 1
23115, 90, 32, 1
23116, 96, 46, 1
23117, 102, 46, 1
23118, 110, 32, 1
23119, 96, 36, 1
23120, 98, 46, 1
23121, 86, 26, 1
23122, 118, 44, 1
23123, 102, 46, 1
23124, 112, 36, 1
23125, 94, 36, 1
23126, 104, 42, 1
23127, 104, 42, 1
23128, 104, 36, 1
23129, 108, 48, 1
23130, 98, 38, 1
23131, 96, 32, 1
23132, 92, 44, 1
23133, 94, 42, 1
23134, 94, 44, 1
23135, 100, 42, 1
23136, 84, 40, 1
23137, 90, 30, 1
23138, 94, 34, 1
23139, 98, 36, 1
23140, 92, 32, 1
23141, 94, 42, 1
23142, 92, 42, 1
23143, 104, 44, 1
23144, 90, 34, 1
23145, 96, 40, 1
23146, 102, 38, 1
23147, 86, 34, 1
23148, 96, 38, 1
23149, 116, 44, 1
23150, 116, 34, 1
23151, 90, 36, 1
23152, 102, 46, 1
23153, 102, 28, 1
23154, 96, 32, 1
23155, 102, 46, 1
23156, 96, 36, 1
23157, 84, 42, 1
23158, 90, 34, 1
23159, 100, 40, 1
23160, 82, 22, 1
23161, 106, 44, 1
23162, 92, 40, 1
23163, 104, 36, 1
23164, 92, 44, 1
23165, 94, 28, 1
23166, 100, 36, 1
23167, 88, 34, 1
23168, 88, 32, 1
23169, 100, 44, 1
23170, 84, 30, 1
23171, 92, 34, 1
23172, 96, 40, 1
23173, 88, 36, 1
23174, 98, 44, 1
23175, 82, 32, 1
23176, 110, 38, 1
23177, 90, 36, 1
23178, 92, 38, 1
23179, 90, 42, 1
23180, 112, 40, 1
23181, 114, 40, 1
23182, 102, 34, 1
23183, 104, 42, 1
23184, 80, 32, 1
23185, 104, 38, 1
23186, 88, 38, 1
